Data;Obs;Hora_Coleta;P24h;P72h;P1_pH;P2_pH;P2i_pH;P2ii_pH;P3_pH;P1_Cond;P2_Cond;P2i_Cond;P2ii_Cond;P3_Cond;P1_Temp_Ag;P2_Temp_Ag;P2i_Temp_Ag;P2ii_Temp_Ag;P3_Temp_Ag;P1_OD;P2_OD;P2i_OD;P2ii_OD;P3_OD;Dif_3_1;P1_Turb;P2_Turb;P2i_Turb;P2ii_Turb;P3_Turb;P1_P;P2_P_;P2_P;P3_P;P1_NH4;P2_NH4;P3_NH4;P1_NO2;P2_NO2;P3_NO2;P1_NO3;P2_NO3;P3_NO3;P1_DBO;P2_DBO;P3_DBO;P1_CT;P2_CT;P3_CT;P1_CF;P2_CF;P3_CF;P1_ST;P2_ST;P3_ST;P1_Po;P1_P2;P2_Po;P2_P2;P3_Po;P3_P2;Altura_da_regua_1;Altura_da_regua_2;Lâmina de água (cm);Q (l/s);Vel (cm/s);HRT (h);Temp;Radiacao;P_hor;P24h;P72h;Temp Media 24h (ºC);Temp Min24 h (ºC);Temp Max 24 h (ºC);Rad Media 24 h (W/m2);RadMin24 h;Rad Max 24 h (W/m2);Mes_;Est_;Data_hora_coleta;P2h;P6h;P12h;i_Qual1;i_Qual2;i_Vazao;i_Med_alt;i_Poda;ip24h;ip72h;i2p24h;i2p72h;P1_CF_log;P2_CF_log;P3_CF_log;"P24h(0;1)";Hora_definida coleta;;cargaP1_pH;cargaP2_pH;cargaP3_pH;cargaP1_Cond;cargaP2_Cond;cargaP3_Cond;cargaP1_Temp_Ag;cargaP2_Temp_Ag;cargaP3_Temp_Ag;cargaP1_OD;cargaP2_OD;cargaP3_OD;cargaP1_Turb;cargaP2_Turb;cargaP3_Turb;cargaP1_P;cargaP2_P;cargaP3_P;cargaP1_NH4;cargaP2_NH4;cargaP3_NH4;cargaP1_NO2;cargaP2_NO2;cargaP3_NO2;cargaP1_NO3;cargaP2_NO3;cargaP3_NO3;cargaP1_DBO;cargaP2_DBO;cargaP3_DBO;cargaP1_CT;cargaP2_CT;cargaP3_CT;cargaP1_CF;cargaP2_CF;cargaP3_CF;cargaP1_ST;cargaP2_ST;cargaP3_ST;cargaP2_P_;cargaP1_CF_log;cargaP2_CF_log;cargaP3_CF_log;;;;;;;;;;
29/10/22;FINAL DE SEMANA;;0,20;1,20;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,8;856;0;0;1;24,7;22,6;29,2;222;0;879;10;PRI;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/10/22;FINAL DE SEMANA;;0,00;0,20;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,7;423;0;0;0;24,0;18,3;30,7;171;0;740;10;PRI;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/22;;16:30;2,40;2,60;6,6;;;;7,0;256;;;;235;22,10;;;;22,00;3,22;;;;3,49;0,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,1;423;0;2;3;25,3;21,8;32,6;116;0;491;10;PRI;10/31/2022 16:30:00;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/11/22;;16:30;1,20;3,60;6,4;;;;6,0;274;;;;259;22,00;;;;23,30;2,69;;;;;-2,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,2;245;0;1;4;17,2;14,5;23,7;71;0;277;11;PRI;11/1/2022 16:30:00;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2/11/22;FINADOS;;0,00;3,60;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,8;1100;0;0;4;16,2;14,8;20,8;216;0;1100;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/11/22;;16:30;0,00;1,20;8,0;;;;7,0;358;;;;255;16,50;;;;16,70;2,58;;;;;-2,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,4;1076;0;0;1;17,5;13,9;21,4;310;0;1087;11;PRI;11/3/2022 16:30:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/11/22;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,5;0,6;0,33;;;22,1;1100;0;0;0;18,1;13,6;22,1;349;0;1100;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/11/22;FINAL DE SEMANA;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,5;1121;0;0;0;17,8;13,3;22,1;298;0;1121;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/11/22;FINAL DE SEMANA;;10,20;10,20;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,1;1120;0;10;10;18,5;14,4;22,2;330;0;1120;11;PRI;;0;0,2;10,2;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7/11/22;;16:30;14,00;24,20;7,7;;;;7,6;250;;;;238;22,00;;;;22,10;2,99;;;;3,33;0,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,5;634;0;14;24;17,9;14,9;22,1;248;0;1058;11;PRI;11/7/2022 16:30:00;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8/11/22;;09:00;0,20;24,40;7,0;;;;7,1;255;;;;259;22,00;;;;22,10;3,27;;;;2,99;-0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,0;942;0;0;24;19,1;16,5;23,0;303;0;962;11;PRI;11/8/2022 9:00:00;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9/11/22;;09:30;0,20;14,40;6,6;;;;7,1;270;;;;248;22,50;;;;22,10;3,43;;;;2,41;-1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,2;648;0;0;14;18,2;12,7;23,2;236;0;1021;11;PRI;11/9/2022 9:30:00;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/11/22;Poda e medição 10/11;09:30;0,00;0,40;7,0;;;;7,1;275;;;;248;22,10;;;;22,10;3,45;;;;2,99;-0,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,4;1,5;1,31;;;25,6;1086;0;0;0;20,5;16,7;25,7;309;0;1086;11;PRI;11/10/2022 9:30:00;0;0;0;1;1;1;1;1;-;-;-;1;;;;-;;;9,15;;9,28;359,36;;324,07;28,88;;28,88;4,51;;3,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/11/22;Posicion. CFW saída;09:00;0,00;0,20;7,1;;;;7,1;265;;;;254;21,60;;;;21,70;2,83;;;;3,00;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,3;1,4;1,18;;;25,4;1006;0;0;0;20,1;15,7;25,4;272;0;1086;11;PRI;11/11/2022 9:00:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;8,37;;8,37;312,41;;299,44;25,46;;25,58;3,34;;3,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/11/22;FINAL DE SEMANA;;2,00;2,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,3;883;0;2;2;21,8;19,2;27,3;204;0;995;11;PRI;;0;0;2;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/11/22;FINAL DE SEMANA;;0,00;2,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,7;928;0;0;2;23,9;22,0;27,4;310;0;1020;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/22;;;7,20;9,20;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,7;788;0;7;9;23,4;22,2;27,1;188;0;998;11;PRI;;0;1,2;1,6;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/11/22;;;0,00;7,20;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,1;1097;0;0;7;24,3;18,2;29,9;330;0;1097;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/11/22;;;0,00;7,20;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,6;1107;0;0;7;22,1;16,2;28,5;349;0;1107;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/11/22;;10:00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,7;0,8;0,51;0,01451;2,63;28,8;1114;0;0;0;20,7;12,8;28,8;360;0;1114;11;PRI;11/17/2022 10:00:00;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/11/22;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,2;1138;0;0;0;22,2;16,2;29,0;364;0;1138;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/11/22;FINAL DE SEMANA;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,4;556;0;0;0;20,7;16,3;25,4;276;0;1100;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/11/22;FINAL DE SEMANA;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,2;826;0;0;0;23,1;21,3;26,1;279;0;1035;11;PRI;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/22;;15:00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,9;1;0,71;0,02026;1,89;27,3;1021;0;0;0;23,6;20,2;27,3;301;0;1021;11;PRI;11/21/2022 15:00:00;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/11/22;;11:12;0,00;0,00;7,3;7,0;;;6,8;231;209;;;221;23,50;24,80;;;23,90;5,80;7,65;;;7,18;1,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18;1,1;0,82;0,02336;1,63;25,9;368;0;0;0;24,6;23,2;27,4;193;0;833;11;PRI;11/22/2022 11:12:00;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;6,00;5,76;5,59;189,96;171,87;181,73;19,32;20,39;19,65;4,77;6,29;5,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/11/22;;13:00;3,20;3,20;9,0;9,0;;;9,0;477;213;;;214;23,70;24,20;;;24,00;3,70;5,15;;;5,00;1,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18;1,1;0,82;0,02336;1,63;22,2;314;2;3;3;23,6;20,0;26,1;119;0;531;11;PRI;11/23/2022 13:00:00;2,8;4;4;1;1;1;0;0;-;-;1;1;;;;>0;;;7,36;7,37;7,38;392,25;175,15;175,98;19,49;19,90;19,74;3,04;4,23;4,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/11/22;Remoção macrófita pistia ;11:30;0,60;4,60;10,8;11,1;;;11,2;;;;;220;23,10;23,90;;;23,20;2,30;5,50;;;3,40;1,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,9;1;0,71;0,02026;1,89;24,6;1154;0;1;5;22,2;20,1;24,6;268;0;1154;11;PRI;11/24/2022 11:30:00;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0;;;7,69;7,92;7,96;;;156,89;16,47;17,04;16,54;1,64;3,92;2,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/11/22;Remoção macrófita pistia ;08:30;0,00;4,60;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,6;0,7;0,42;0,01188;3,21;25,7;805;0;0;5;21,9;18,6;25,7;274;0;1133;11;PRI;11/25/2022 8:30:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/11/22;FINAL DE SEMANA;;2,60;4,00;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,7;212;0;3;4;22,2;20,4;25,7;200;0;1039;11;PRI;;0,2;1,6;2,2;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/11/22;FINAL DE SEMANA;;77,60;80,40;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,4;221;4;78;80;21,9;20,4;23,7;80;0;428;11;PRI;;12,6;25;33,6;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/22;Muitas chuvas;;11,00;91,80;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,6;352;4;11;92;22,2;19,7;23,8;117;0;434;11;PRI;;4,6;9,2;9,4;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/11/22;;13:00;65,20;156,40;9,5;9,5;;;9,5;296;185;;;217;22,40;23,40;;;22,70;4,33;5,33;;;4,20;-0,13;26,30;12,60;;;8,72;0,27;0,07;0,09;0,05;0,27;0,09;0,05;0,27;0,14;0,18;0,94;0,10;0,03;18,00;7,00;0,00;;;;17329;;269;252;228;208;64,3671;64,3797;56,6346;56,646;57,4565;57,4669;16,9;19,4;2,5;2,80;0,07946;0,48;23,6;556;0;65;156;21,9;20,8;24,0;111;1;556;11;PRI;11/29/2022 13:00:00;0,4;0,8;8;1;1;1;0;0;1;1;1;1;4,24;;2,43;>0;;;26,46;26,46;26,43;827,96;517,47;606,98;62,66;65,45;63,50;12,11;14,91;11,75;73,57;35,24;24,39;0,76;0,25;0,14;0,76;0,25;0,14;0,76;0,39;0,50;2,63;0,28;0,08;50,35;19,58;0,00;;;;48471,87;;752,43;704,88;637,75;581,81;0,20;11,86;;6,80;;;;;;;;;;
30/11/22;Muitas chuvas;13:30;56,60;135,20;9,4;8,2;;;7,9;197;144;;;160;21,80;21,70;;;21,60;4,82;3,46;;;3,00;-1,82;59,60;33,40;;;28,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;25;8,1;15,84;0,44996;0,08;23,3;96;1;57;135;22,4;21,4;24,2;109;0;649;11;PRI;11/30/2022 13:30:00;2,2;28,4;36;1;1;1;0;0;-;-;1;1;;;;>0;;;148,88;129,88;125,12;3120,17;2280,73;2534,15;345,28;343,69;342,11;76,34;54,80;47,52;943,97;529,00;451,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/12/22;;;164,20;288,80;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,2;730;0;164;289;23,6;21,8;27,2;114;0;730;12;VER;;0;0;41,6;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2/12/22;;12:00;0,00;221,60;7,5;7,6;;;7,5;444;263;;;293;24,40;25,10;;;24,30;3,30;2,46;;;1,62;-1,68;14,90;15,00;;;9,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;19;2,1;2,16;0,06130;0,62;29,3;1056;0;0;222;25,2;23,2;29,3;253;0;1056;12;VER;12/2/2022 12:00:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;16,18;16,40;16,18;958,12;567,53;632,27;52,65;54,16;52,44;7,12;5,31;3,50;32,15;32,37;20,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/12/22;FINAL DE SEMANA;;0,00;165,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,6;1,7;1,58;0,04474;0,85;27,5;546;0;0;165;25,6;23,8;30,3;268;0;1115;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/12/22;FINAL DE SEMANA;;1,40;1,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,2;349;0;1;1;25,6;24,2;29,1;178;0;1030;12;VER;;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/12/22;;;25,00;26,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,2;350;0;25;26;24,6;23,1;27,9;149;0;936;12;VER;;0;5,6;22,4;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/12/22;Grande poluição pós chuvas;14:00;2,00;28,60;7,7;7,6;;;7,2;258;245;;;250;24,80;26,00;;;25,40;4,48;4,28;;;3,85;-0,63;10,03;16,80;;;8,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18;1,1;0,82;0,02336;1,63;26,5;1055;0;2;29;24,2;22,1;26,7;229;0;1055;12;VER;12/6/2022 14:00:00;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0;;;6,33;6,25;5,92;212,16;201,47;205,58;20,39;21,38;20,89;3,68;3,52;3,17;8,25;13,82;7,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7/12/22;Grande poluição pós chuvas;14:30;0,00;27,20;7,1;7,4;7,3;7,5;8,0;264;241;237;244;254;23,20;25,05;25,30;24,80;24,70;4,08;3,74;;;2,70;-1,38;10,10;41,75;23,40;60,10;6,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,8;1,9;1,86;0,05281;0,72;26,5;1107;0;0;27;23,8;20,4;26,6;306;0;1107;12;VER;12/7/2022 14:30:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;13,20;13,76;14,87;490,79;447,10;472,20;43,13;46,57;45,92;7,58;6,95;5,02;18,78;77,61;12,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8/12/22;Melhoria da qualidade visual;14:30;0,00;2,20;7,4;7,4;7,3;7,4;7,2;281;229;234;224;253;23,20;25,05;24,80;25,30;24,70;3,00;4,30;4,10;4,50;3,10;;10,10;23,20;14,60;31,80;6,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,5;1,6;1,44;0,04088;0,93;27,4;955;0;0;2;23,3;18,5;27,4;310;0;1013;12;VER;12/8/2022 14:30:00;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;10,65;10,58;10,36;404,31;329,49;364,03;33,38;36,04;35,54;4,32;6,19;4,46;14,53;33,38;8,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9/12/22;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,8;621;0;0;0;25,2;22,3;28,8;314;0;1087;12;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/12/22;FINAL DE SEMANA;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,8;1057;0;0;0;25,6;23,1;28,8;335;0;1079;12;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/12/22;FINAL DE SEMANA;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,1;556;0;0;0;25,7;24,6;29,4;180;0;1058;12;VER;;0;0;0;1;1;1;0;0;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/22;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,9;1078;0;0;0;26,9;24,3;34,9;278;0;1078;12;VER;;0;0;0;1;1;1;1;1;-;-;-;-;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/12/22;Poda e medição 13/12;14:00;4,60;4,60;7,3;7,2;7,2;7,2;7,3;196;217;217;216;383;24,20;25,40;25,40;25,40;24,70;3,90;3,95;3,90;4,00;2,40;;9,22;26,60;14,60;38,60;7,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;18,2;1,3;1,06;0,02998;1,27;0,0;0;0;5;5;25,9;20,5;36,6;221;0;1083;12;VER;12/13/2022 14:00:00;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0;;;7,70;7,60;7,70;206,86;228,50;404,22;25,54;26,81;26,07;4,12;4,17;2,53;9,73;28,07;7,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/12/22;;14:00;0,00;4,60;7,7;7,5;;;7,3;442;232;;;227;24,50;24,80;;;24,70;4,40;2,80;;;2,30;;8,92;19,74;;;7,20;0,33;0,26;0,21;0,16;4,39;1,94;2,17;0,07;0,05;0,04;0,00;0,00;0,00;0,30;16,00;0,10;;10460;8160;2700;188;223;108;156;132;61,856;61,8614;71,2948;71,3026;61,0031;61,0097;16,9;17,7;0,8;0,51;0,01451;2,63;24,1;585;0;0;5;22,3;17,5;26,6;350;0;1123;12;VER;12/14/2022 14:00:00;0;0;0;1;1;1;0;0;-;1;-;1;3,43;2,27;2,35;-;;;3,93;3,83;3,73;225,78;118,51;115,95;12,51;12,67;12,62;2,25;1,43;1,17;4,56;10,08;3,68;0,17;0,11;0,08;2,24;0,99;1,11;0,04;0,03;0,02;0,00;0,00;0,00;0,15;8,17;0,05;;5343,08;4168,21;1379,19;96,03;113,86;55,17;79,69;67,43;0,13;1,75;1,16;1,20;;;;;;;;;;
15/12/22;;14:00;0,20;4,80;7,6;7,3;7,2;7,3;7,1;234;221;219;222;228;24,00;26,05;26,70;25,40;24,80;3,60;2,75;3,10;2,40;2,50;;9,91;21,85;26,40;17,30;6,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,9;17,6;0,7;0,42;0,01188;3,21;26,6;1115;0;0;5;22,8;19,7;26,6;260;0;1115;12;VER;12/15/2022 14:00:00;0;0;0,2;1;1;1;0;0;-;-;1;1;;;;>0;;;3,18;3,03;2,97;97,88;92,24;95,37;10,04;10,90;10,37;1,51;1,15;1,05;4,15;9,14;2,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/12/22;;;0,00;0,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,0;475;0;0;0;24,2;22,0;27,2;317;0;1124;12;VER;;0;0;0;1;1;1;0;0;-;-;-;1;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/12/22;;;4,80;5,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,2;789;0;5;5;21,6;18,0;25,2;141;0;789;12;VER;;0;0;0;1;1;1;0;0;-;-;1;1;;;;>0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
